"face_id","FirstRating","GroupRating","SecondRating","rating_change"
2,4.86111111111111,4.86111111111111,4.61111111111111,-0.25
3,4.32352941176471,4.05882352941176,3.97058823529412,-0.352941176470588
4,5.175,4.8,4.95,-0.225
5,5.45,4.775,4.85,-0.6
6,3.69230769230769,4.05128205128205,3.51282051282051,-0.17948717948718
7,4.53846153846154,4.64102564102564,4.1025641025641,-0.435897435897436
8,4.12820512820513,4.43589743589744,4.05128205128205,-0.0769230769230769
9,3.8421052631579,4.13157894736842,3.78947368421053,-0.0526315789473684
10,5.63888888888889,5.11111111111111,5.30555555555556,-0.333333333333333
11,5.475,4.45,5.075,-0.4
12,3.92682926829268,4,3.85365853658537,-0.0731707317073171
13,2.88888888888889,4.08333333333333,2.77777777777778,-0.111111111111111
14,3.70731707317073,3.95121951219512,3.36585365853659,-0.341463414634146
15,4.38235294117647,4.11764705882353,4.11764705882353,-0.264705882352941
16,4.12820512820513,4.56410256410256,3.74358974358974,-0.384615384615385
17,4.54285714285714,4.65714285714286,4.71428571428571,0.171428571428571
18,5.58333333333333,5.36111111111111,5.77777777777778,0.194444444444444
19,5.2051282051282,4.92307692307692,4.76923076923077,-0.435897435897436
20,5.9,5.1,5.45,-0.45
21,3.7,4.375,3.325,-0.375
22,3.5,3.825,2.9,-0.6
23,5.28571428571429,4.6,4.88571428571429,-0.4
24,5.09302325581395,4.74418604651163,5.48837209302326,0.395348837209302
25,4.43589743589744,4.53846153846154,4.25641025641026,-0.17948717948718
26,6.14634146341463,5,5.95121951219512,-0.195121951219512
27,4.56756756756757,4.27027027027027,4.32432432432432,-0.243243243243243
28,5.33333333333333,5.82051282051282,5.15384615384615,-0.17948717948718
29,6.55555555555556,4.97222222222222,6.33333333333333,-0.222222222222222
30,5.1025641025641,4.53846153846154,4.43589743589744,-0.666666666666667
31,4.17073170731707,5.14634146341463,4.26829268292683,0.0975609756097561
32,4.55263157894737,4.55263157894737,4.02631578947368,-0.526315789473684
33,4.60526315789474,4.39473684210526,3.89473684210526,-0.710526315789474
34,4.56756756756757,4.5945945945946,4.21621621621622,-0.351351351351351
35,5.70731707317073,4.48780487804878,5.26829268292683,-0.439024390243902
36,3.36585365853659,4.5609756097561,3.21951219512195,-0.146341463414634
37,5.6,5,5.8,0.2
38,3,3.8,3.1,0.1
39,4.37837837837838,4.54054054054054,4.05405405405405,-0.324324324324324
40,5.3421052631579,5.39473684210526,4.81578947368421,-0.526315789473684
41,5.07894736842105,4.68421052631579,4.78947368421053,-0.289473684210526
42,3.23076923076923,3.56410256410256,2.8974358974359,-0.333333333333333
43,5.05263157894737,4.6578947368421,4.86842105263158,-0.184210526315789
44,4.17948717948718,4.41025641025641,3.33333333333333,-0.846153846153846
45,5,4.94871794871795,5.2051282051282,0.205128205128205
46,5.02631578947368,4.28947368421053,4.6578947368421,-0.368421052631579
47,6.1025641025641,5.28205128205128,6.07692307692308,-0.0256410256410256
48,3.8974358974359,4.56410256410256,4.12820512820513,0.230769230769231
49,3.8,4.275,3.575,-0.225
50,5.25,4.69444444444444,5.16666666666667,-0.0833333333333333
51,3.92105263157895,4.28947368421053,3.1578947368421,-0.763157894736842
52,3.97674418604651,4.32558139534884,3.72093023255814,-0.255813953488372
53,4.53658536585366,4.92682926829268,4.39024390243902,-0.146341463414634
54,3.92857142857143,4.9047619047619,4.04761904761905,0.119047619047619
55,5.21052631578947,4.94736842105263,5,-0.210526315789474
56,6.69230769230769,5.74358974358974,6.61538461538461,-0.0769230769230769
57,3.94736842105263,4.55263157894737,3.94736842105263,0
58,3.36585365853659,4,3.14634146341463,-0.219512195121951
59,5.88095238095238,5.0952380952381,5.5952380952381,-0.285714285714286
60,4.08333333333333,4.13888888888889,3.75,-0.333333333333333
61,4.08571428571429,3.94285714285714,4,-0.0857142857142857
62,2.84848484848485,3.48484848484848,2.57575757575758,-0.272727272727273
63,5.58333333333333,5.44444444444444,5.5,-0.0833333333333333
64,4.91891891891892,4.86486486486486,4.81081081081081,-0.108108108108108
65,5.02777777777778,4.55555555555556,4.69444444444444,-0.333333333333333
66,3.975,4.375,3.6,-0.375
67,6,5.92105263157895,6,0
68,4.1025641025641,4.82051282051282,3.7948717948718,-0.307692307692308
69,4.85,5.125,4.775,-0.075
70,4.8421052631579,5.18421052631579,4.47368421052632,-0.368421052631579
71,5.74358974358974,5.35897435897436,5.48717948717949,-0.256410256410256
72,4.84615384615385,4.76923076923077,4.7948717948718,-0.0512820512820513
73,2.54054054054054,3.45945945945946,2.18918918918919,-0.351351351351351
74,5.21052631578947,4.3421052631579,4.73684210526316,-0.473684210526316
75,4.63157894736842,4.36842105263158,4.31578947368421,-0.31578947368421
76,5.21621621621622,4.81081081081081,5.10810810810811,-0.108108108108108
77,4.575,4.45,4.075,-0.5
78,2.61538461538462,3.71794871794872,2.46153846153846,-0.153846153846154
79,6.14634146341463,5.36585365853659,5.95121951219512,-0.195121951219512
80,3.725,3.525,3.9,0.175
81,4.4,4.825,3.95,-0.45
